,DISTTYPE,IMG,APP,ID,JOB_ID,TASKS_PER_NODE,START_OF_FILE,START_OF_APPLICATION,MAX_STARTUP,MAX_IMPORT,MAX_VISIT,MAX_MPI,MAX_TOTAL,END_OF_APPLICATION,END_OF_FILE,LUSTREBLOCK,SQUASHBLOCK,STRIPE_PATTERN,CLUSTER_NAME,CPUS_PER_NODE,NODECOUNT
0,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541790988.622279282,11613,32,1541790988.653485009,1541790988.971007203,2.66137194633,1.73990416527,29.5250620842,7.04926013947,40.27073597903,1541791029.788116666,1541791030.094143865,64k,1m,two,moon,32,1
1,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541838226.080379558,11834,32,1541838226.110920969,1541838227.573856705,6.16247558594,2.68560791016,29.3473119736,6.99777817726,43.92324471475,1541838272.348526449,1541838273.323419273,64k,128k,all,moon,32,1
2,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541835282.512301218,11820,32(x512),1541835282.542712173,1541835299.878368729,28.1667826176,17.1622440815,30.4368319511,7.24046182632,64.07458949096,1541835368.275315496,1541835377.986565251,64k,128k,all,moon,32,512
3,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541833479.566350218,11808,32(x1024),1541833479.596810796,1541833487.774623739,2.93887972832,2.44576215744,30.1323421001,7.38207197189,40.47573494908,1541833535.692522006,1541833543.803720072,64k,128k,two,moon,32,1024
4,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1542170702.765558382,12130,32(x512),1542170702.796280760,1542170724.396599782,6.70099544525,3.10585689545,29.9587509632,7.39433002472,44.49767160413,1542170772.308095553,1542170785.948609528,64k,128k,two,moon,32,512
5,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541752529.544798205,11439,32(x128),1541752529.575825741,1541752530.642798802,2.76999306679,1.93458604813,30.2071530819,7.55077505112,40.991447448769996,1541752573.005767373,1541752574.069341988,1m,1m,one,moon,32,128
6,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542169033.147244454,12118,32(x1024),1542169033.178436847,1542169041.306869935,2.94222736359,2.18733000755,30.0350000858,7.35230302811,41.18103051187,1542169089.191525995,1542169097.486680169,64k,1m,all,moon,32,1024
7,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541747721.394474582,11411,32,1541747721.424189021,1541747722.869531374,12.1705024242,3.80685901642,31.5070419312,7.00408816338,51.25730967522,1541747774.903625065,1541747775.885980040,1m,1m,one,moon,32,1
8,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541740179.625610064,11377,32(x128),1541740179.656439275,1541740180.732310856,2.75836873055,2.20987987518,29.8911309242,7.17425298691,41.25626158711,1541740222.961025633,1541740224.021037372,1m,128k,one,moon,32,128
9,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541737416.217708657,11363,32(x512),1541737416.247954505,1541737437.782497262,35.8797619343,4.10793209076,31.4098510742,7.29663586617,74.45887994775,1541737515.136657001,1541737528.879526613,1m,128k,one,moon,32,512
10,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541746519.061585817,11405,32(x1024),1541746519.091159355,1541746551.746248218,79.4825541973,20.5185189247,32.4243469238,7.22540307045,116.45027709004,1541746673.919130204,1541746693.160223433,1m,1m,one,moon,32,1024
11,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541743275.070974449,11388,32(x1024),1541743275.101720043,1541743283.303068866,3.00288248062,2.51114177704,30.3701100349,7.43119812012,41.69406366348,1541743332.781134065,1541743340.997453631,1m,128k,one,moon,32,1024
12,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541778220.394345006,11559,32(x128),1541778220.424729630,1541778221.503660291,2.7473180294,2.01641702652,29.6542429924,7.25283384323,40.391677141209996,1541778263.209580300,1541778264.287729268,1m,1m,two,moon,32,128
13,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1542159600.858941879,12044,32(x128),1542159600.890226369,1542159601.948913989,2.76090788841,1.85019397736,29.7419631481,7.30287909508,40.93033480641,1542159643.957900193,1542159645.014880496,1m,1m,all,moon,32,128
14,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541701662.540694471,11217,32(x128),1541701662.571057893,1541701666.594672323,24.4704067707,16.5236468315,30.5047528744,7.22450709343,61.24964904789,1541701732.255167389,1541701734.705296429,1m,128k,two,moon,32,128
15,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541781555.350898425,11571,32,1541781555.381508586,1541781556.561646446,30.915820837,16.4806780815,27.7599949837,6.64653515816,66.91913700109001,1541781627.234351014,1541781627.922980240,64k,1m,two,moon,32,1
16,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1542164084.704124111,12078,32(x1024),1542164084.734618526,1542164092.738019135,2.8421933651,2.39568209648,29.6570219994,7.31674814224,40.86873078343,1542164140.951878964,1542164149.253522990,64k,1m,two,moon,32,1024
17,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542166143.987380017,12093,32(x1024),1542166144.017821531,1542166179.006470323,37.0827434063,21.0287690163,31.9732511044,7.28577017784,72.87968635562,1542166258.355153162,1542166277.566816366,64k,1m,all,moon,32,1024
18,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1542165407.202995714,12087,32(x1024),1542165407.233555074,1542165448.068243593,12.8314878941,4.45704698563,32.0969581604,7.33589911461,52.13759160048,1542165507.740576938,1542165534.918917226,64k,1m,one,moon,32,1024
19,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152548.663965021,11983,32(x1024),1542152548.694126901,1542152590.801335275,30.0543756485,7.88087201118,32.7150840759,7.3061311245,66.34100770942,1542152662.157690908,1542152689.434096274,1m,128k,two,moon,32,1024
20,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542154037.073568454,11997,32,1542154037.104759351,1542154037.415727740,2.66046142578,1.75646710396,29.1314480305,6.46841001511,39.874213457079996,1542154078.801951453,1542154079.118960340,1m,128k,all,moon,32,1
21,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541825003.884982748,11767,32(x1024),1541825003.914606147,1541825036.160983405,25.0456399918,16.2146799564,33.9592590332,7.24785685539,60.876273155170004,1541825104.507159765,1541825123.941295397,64k,128k,two,moon,32,1024
22,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541826956.779257980,11773,32,1541826956.809894694,1541826958.267661498,6.00855207443,2.59159898758,29.8755290508,6.42115092278,43.68825435636,1541827002.720069657,1541827003.707252120,64k,128k,two,moon,32,1
23,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541832157.092797749,11798,32(x128),1541832157.124122231,1541832158.200013316,2.75832128525,1.93355083466,29.7721250057,7.31330990791,40.487619400060005,1541832200.089787657,1541832201.165936948,64k,128k,two,moon,32,128
24,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542149435.224592246,11954,32(x128),1542149435.254821328,1542149436.324543569,2.76588273048,1.97219491005,29.7517399788,7.29681921005,40.41663789749,1542149478.219541450,1542149479.282300334,1m,128k,two,moon,32,128
25,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542149480.723877423,11955,32(x128),1542149480.754784927,1542149481.804384230,2.74339461327,2.50380396843,29.7129499912,7.28144812584,40.50768542291,1542149523.781668245,1542149524.839104129,1m,128k,two,moon,32,128
26,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541832277.601029359,11799,32(x128),1541832277.632262670,1541832278.702582319,2.77709364891,2.00985693932,29.6773381233,7.19554281235,40.84385848041,1541832320.697171808,1541832321.772835127,64k,128k,two,moon,32,128
27,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541826837.159351213,11772,32,1541826837.190082146,1541826838.627215468,6.07307243347,2.69231891632,28.8647940159,6.46190214157,43.717260360729995,1541826883.078280936,1541826884.017166174,64k,128k,two,moon,32,1
28,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541824791.936113923,11766,32(x1024),1541824791.966249081,1541824824.164126634,25.5909721851,16.5471990108,30.8322319984,7.34076213837,61.39780306814,1541824892.282397684,1541824911.468098381,64k,128k,two,moon,32,1024
29,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542153976.710898916,11996,32,1542153976.741354025,1542153977.062146488,5.65731787682,2.0691242218,28.9497702122,7.09884405136,43.77498412137,1542154022.396719274,1542154022.711899319,1m,128k,all,moon,32,1
30,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1542165258.783681026,12086,32(x1024),1542165258.814907230,1542165291.136901285,36.4819574356,20.251914978,34.3023707867,7.29657196999,72.02101230618,1542165369.435706086,1542165388.719358347,64k,1m,one,moon,32,1024
31,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541701513.030065727,11216,32(x128),1541701513.060374738,1541701517.093655016,26.224978447,15.9088320732,30.3204231262,7.29164886475,62.898111104959995,1541701583.319604278,1541701585.781661304,1m,128k,two,moon,32,128
32,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541781404.887921622,11570,32,1541781404.918539642,1541781406.091631723,29.8615701199,11.5142829418,30.5455341339,6.45664811134,68.59231114382,1541781479.406207871,1541781480.082093811,64k,1m,two,moon,32,1
33,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1542159660.987941083,12045,32(x512),1542159661.019303030,1542159665.067614640,2.79803442955,1.94794106483,29.8256318569,7.35541582108,41.14760637282,1542159708.291547276,1542159712.339691208,1m,1m,all,moon,32,512
34,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541743425.292328823,11389,32(x1024),1541743425.323208696,1541743433.337013482,3.02535247803,2.39515900612,31.2623078823,7.31257605553,41.67360353475,1541743482.763338553,1541743490.923116372,1m,128k,one,moon,32,1024
35,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541746339.006173783,11404,32(x512),1541746339.036407999,1541746355.115886650,37.131426096,19.7589111328,32.6735670567,7.23071408272,73.84871315952999,1541746433.940902488,1541746443.628465106,1m,1m,one,moon,32,512
36,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541747600.948342499,11410,32,1541747600.978702322,1541747602.426041620,13.3384480476,3.13035082817,31.5294530392,6.41853308678,52.962633132920004,1541747656.249609075,1541747657.233097717,1m,1m,one,moon,32,1
37,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541740060.192797483,11376,32(x128),1541740060.223689831,1541740061.284398698,2.74961566925,1.88619685173,30.1234130859,7.30573892593,41.48119401931,1541740103.882050602,1541740104.945722651,1m,128k,one,moon,32,128
38,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541752409.125009015,11438,32(x128),1541752409.156245040,1541752410.218182686,2.76643037796,1.84674906731,29.8487458229,7.25887680054,41.11485052105,1541752452.309984662,1541752453.376855284,1m,1m,one,moon,32,128
39,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1542170793.581758979,12131,32(x1024),1542170793.612821725,1542170833.811633282,6.96471095085,3.07985591888,29.8046760559,7.40044903755,44.84345698352,1542170886.477159058,1542170913.961953971,64k,128k,two,moon,32,1024
40,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541833630.051965288,11809,32(x1024),1541833630.083158453,1541833638.113548817,2.96281647682,3.00211405754,29.8910179138,7.27433609962,41.0117106438,1541833685.923872939,1541833694.044013576,64k,128k,two,moon,32,1024
41,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541835462.504804382,11821,32(x512),1541835462.534657650,1541835478.597856594,25.5894842148,16.3596110344,29.8316559792,7.30616116524,61.697934389100006,1541835544.552948397,1541835554.227681655,64k,128k,all,moon,32,512
42,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541838346.672697474,11835,32(x128),1541838346.703259731,1541838351.836792673,6.55846738815,2.98534703255,29.6131420135,7.23823904991,44.55955433841,1541838397.707917640,1541838401.202592645,64k,128k,all,moon,32,128
43,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541788825.289811887,11606,32(x1024),1541788825.320095659,1541788865.410601096,12.7702832222,4.53998804092,31.8970868587,7.30766415596,52.21474528312,1541788925.111581177,1541788952.127928157,64k,1m,two,moon,32,1024
44,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541790869.168895149,11612,32,1541790869.200121295,1541790869.514932102,2.65413117409,1.75264978409,29.5350971222,6.98650097847,40.899680137599994,1541790910.953767136,1541790911.262815310,64k,1m,two,moon,32,1
45,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541794474.273788774,11638,32(x128),1541794474.304064311,1541794478.423003402,36.6867599487,20.5119709969,32.4984791279,7.18248295784,73.43155527117,1541794554.704347586,1541794557.184618500,64k,1m,one,moon,32,128
46,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541788405.785786735,11604,32(x512),1541788405.815038216,1541788425.839313370,12.6065397263,4.49777889252,31.7839980125,7.26880216599,52.180509805730004,1541788481.005544177,1541788494.601883132,64k,1m,two,moon,32,512
47,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541790628.263501946,11610,32,1541790628.293963559,1541790628.612497174,11.4388883114,1.86125898361,29.036053896,6.45125794411,48.70956420896,1541790678.975189872,1541790679.292193599,64k,1m,two,moon,32,1
48,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541835822.445651383,11823,32(x512),1541835822.475278870,1541835838.514621141,25.6485998631,16.1977229118,30.848788023,7.32039403915,61.22900581369,1541835904.161875447,1541835913.873950252,64k,128k,all,moon,32,512
49,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1541838587.412051053,11837,32(x128),1541838587.442461674,1541838592.562663944,7.97228384018,3.07566809654,29.9116220474,7.30057501793,46.16636610035,1541838640.061147073,1541838643.565258546,64k,128k,all,moon,32,128
50,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541734801.581230437,11348,32(x1024),1541734801.611217632,1541734833.616816474,26.1442959309,16.8094599247,31.0746190548,7.21926498413,63.15249395374,1541734902.516990520,1541734921.823812282,1m,128k,one,moon,32,1024
51,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1542170041.366423007,12127,32(x1024),1542170041.396517868,1542170074.010796049,89.0884115696,16.498262167,30.5329859257,7.2603290081,124.80204057691,1542170204.821109430,1542170224.092430163,64k,128k,two,moon,32,1024
52,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541746759.567137620,11406,32(x1024),1541746759.597471241,1541746791.559625055,37.4305670261,20.1638550758,32.8851161003,7.20734906197,73.82688474646001,1541746873.284784723,1541746892.552776864,1m,1m,one,moon,32,1024
53,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541736424.386123462,11360,32(x512),1541736424.416530487,1541736445.494959626,9.8738963604,3.01725387573,30.4773948193,7.32889199257,48.612433433570004,1541736496.332183283,1541736509.965171669,1m,128k,one,moon,32,512
54,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541739819.228024906,11374,32,1541739819.258970869,1541739819.575299801,2.66838097572,1.74416589737,29.1556460857,7.10229301453,39.89179301267,1541739860.055810735,1541739860.361738497,1m,128k,one,moon,32,1
55,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541747840.844485917,11412,32,1541747840.874098795,1541747842.305562688,11.1823010445,2.98373889923,30.8215301037,6.43250703812,50.866840124119996,1541747893.956467556,1541747894.941880799,1m,1m,one,moon,32,1
56,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541704246.538755283,11228,32(x1024),1541704246.569204189,1541704277.960606499,25.9074394703,16.2520010471,35.1192309856,7.31886816025,62.77972435948001,1541704347.703129618,1541704366.958463831,1m,128k,two,moon,32,1024
57,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1542160308.080421469,12053,32(x1024),1542160308.110999599,1542160316.111617926,2.92846989632,2.86167097092,30.1510879993,7.32983994484,41.021718978840006,1542160364.129159685,1542160372.405192451,1m,1m,all,moon,32,1024
58,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541781704.841960484,11572,32,1541781704.872517278,1541781706.045951002,30.5102539062,16.7707300186,28.3786239624,6.33912801743,66.258207798,1541781774.768123258,1541781775.467305135,64k,1m,two,moon,32,1
59,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541701212.193371459,11214,32,1541701212.223121258,1541701213.392454073,21.9773449898,9.67299699783,27.3119299412,6.43243789673,57.320310592649996,1541701273.961841057,1541701274.658195366,1m,128k,two,moon,32,1
60,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541780262.779104307,11566,32(x1024),1541780262.810227095,1541780270.848729875,14.5905785561,2.92925000191,29.9085788727,7.3725130558,43.07189488411,1541780319.561795486,1541780327.560926377,1m,1m,two,moon,32,1024
61,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1542164911.766776293,12084,32(x1024),1542164911.797957665,1542164944.097482448,80.4434185028,20.6013858318,32.2621939182,7.31497097015,115.60381269457999,1542165067.601537348,1542165087.163539095,64k,1m,one,moon,32,1024
62,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1542165707.676004679,12090,32(x1024),1542165707.707086653,1542165715.690563297,2.93177366257,2.37305116653,29.7705390453,7.33625912666,41.093083620070004,1542165763.724217642,1542165771.806206422,64k,1m,one,moon,32,1024
63,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541787533.616320542,11599,32(x128),1541787533.646427987,1541787538.770824237,15.7340033054,4.24767494202,31.7557170391,7.19284892082,55.813705444300005,1541787595.612628764,1541787599.069892878,64k,1m,two,moon,32,128
64,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542153766.307424227,11994,32(x128),1542153766.337938529,1542153770.452449213,25.8042750359,16.0350821018,30.2255609035,7.24329900742,60.746807098430004,1542153836.048619350,1542153838.522991333,1m,128k,all,moon,32,128
65,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152036.809990327,11980,32(x512),1542152036.841118108,1542152056.968354290,11.1116333008,2.9631960392,29.8770058155,7.29867196083,47.74165225034,1542152107.557656422,1542152121.204321190,1m,128k,two,moon,32,512
66,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541823349.941149079,11758,32(x128),1541823349.971602075,1541823354.078609427,24.4691090584,16.233271122,30.1252188683,7.10400104523,60.7469131947,1541823418.296597811,1541823420.785596168,64k,128k,two,moon,32,128
67,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541826596.454713308,11770,32,1541826596.485082443,1541826598.056301678,25.3163394928,16.6909570694,34.3158359528,7.32201385498,61.27276539797,1541826648.252328988,1541826649.249460015,64k,128k,two,moon,32,1
68,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541824371.640787230,11764,32(x512),1541824371.670852979,1541824387.762868813,25.4695770741,16.6323189735,30.0670900345,7.22200489044,61.64134097103,1541824453.918912018,1541824463.569812768,64k,128k,two,moon,32,512
69,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542149601.469010335,11957,32(x512),1542149601.499777178,1542149605.559946577,2.79474639893,1.95566892624,29.8655312061,7.23561406136,41.27582049371,1542149649.467369010,1542149653.546463369,1m,128k,two,moon,32,512
70,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542149541.112563320,11956,32(x128),1542149541.143626029,1542149542.198406397,2.76222920418,2.19638800621,29.7430458069,7.25644993782,41.167149305369996,1542149584.026670680,1542149585.078554391,1m,128k,two,moon,32,128
71,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541824551.274943836,11765,32(x1024),1541824551.305378386,1541824583.542988906,55.2152941227,16.5886180401,30.0599331856,7.37262201309,90.54533600808,1541824680.156328166,1541824699.389695861,64k,128k,two,moon,32,1024
72,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541826716.810138949,11771,32,1541826716.840851967,1541826718.301007038,5.97849988937,2.4543569088,30.0728228092,7.27380299568,44.02079677583,1541826763.115776799,1541826764.081217014,64k,128k,two,moon,32,1
73,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/two/pynamic.sqfs,PYNAMIC,1541823500.405390711,11759,32(x128),1541823500.435515082,1541823504.540924526,25.259011507,16.1342120171,30.0596041679,7.16681003571,60.479602336910006,1541823569.202532937,1541823571.708484061,64k,128k,two,moon,32,128
74,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1542152127.221494025,11981,32(x512),1542152127.251818835,1542152147.387811610,8.40861392021,3.08877086639,29.9290370941,7.25658297539,44.70433878894,1542152196.410109872,1542152210.062826628,1m,128k,two,moon,32,512
75,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542153842.423821600,11995,32(x1024),1542153842.454835867,1542153882.869001173,6.94647741318,3.0708861351,30.2397890091,7.41580200195,44.78338718413,1542153935.229994477,1542153962.498587770,1m,128k,all,moon,32,1024
76,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541787383.226628194,11598,32(x128),1541787383.256607008,1541787388.366166207,12.3430593014,4.51869416237,31.6365990639,7.23136496544,52.66213345532,1541787442.216044096,1541787445.688546899,64k,1m,two,moon,32,128
77,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1542165783.042765687,12091,32(x512),1542165783.074008241,1542165799.337081019,40.3141870499,20.1733078957,31.6341369152,7.27421998978,76.29115200039999,1542165880.378949757,1542165890.009565100,64k,1m,all,moon,32,512
78,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1542165106.651041058,12085,32(x1024),1542165106.682250957,1542165138.847567338,37.1459944248,20.4887559414,32.5578629971,7.27615308762,72.65903544429001,1542165218.849431113,1542165238.100615134,64k,1m,one,moon,32,1024
79,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/two/pynamic.sqfs,PYNAMIC,1541781855.216673084,11573,32,1541781855.247144502,1541781856.397140076,34.5048465729,15.9058539867,29.1448431015,6.48760604858,71.52723169324,1541781930.586114402,1541781931.287949142,64k,1m,two,moon,32,1
80,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541701362.569351588,11215,32(x128),1541701362.610261982,1541701367.104513450,25.5801055431,16.2132351398,31.2446010113,7.17467403412,63.05572056774,1541701433.742585010,1541701436.185830858,1m,128k,two,moon,32,128
81,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1542159721.484156982,12046,32(x512),1542159721.515467610,1542159725.532498413,2.76750969887,2.01431298256,29.7117218971,7.29241299629,40.60072684287,1542159768.776584834,1542159772.847692181,1m,1m,all,moon,32,512
82,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541704456.939792506,11229,32(x1024),1541704456.970109968,1541704488.433956879,26.0553302765,16.2969222069,30.9017910957,7.32971596718,63.06115198136,1541704558.314526052,1541704577.324879316,1m,128k,two,moon,32,1024
